family,module,quantity,mfr_part,proposed_by_claude,lcsc,type,package,stock,in_stock,price,description
6x6 tactile,SW,1,KH-6X6X6H-STM,False,C2837532,Extended,"SMD-4P,6x6mm",130189,True,0.0138,"12V 50mA 6mm 6mm 6mm 80,000 Cycles Black Gull Wing Round Button SPST Surface Mount,Vertical Without Bracket SMD-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X7H-STM,False,C2837533,Extended,"SMD-4P,6x6mm",87782,True,0.0168,"12V 50mA 6mm 6mm 7mm 80,000 Cycles Black Gull Wing Round Button SPST Surface Mount,Vertical Without Bracket SMD-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X4.3H-STM,False,C2837530,Extended,"SMD-4P,6x6mm",80587,True,0.0146,"12V 4.3mm 50mA 6mm 6mm 80,000 Cycles Black Gull Wing Round Button SPST Surface Mount,Vertical Without Bracket SMD-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X8H-STM,False,C2837534,Extended,"SMD-4P,6x6mm",58259,True,0.0194,"12V 2.5N 50mA 6mm 6mm 80,000 Cycles Black Gull Wing Round Button SPST Surface Mount,Vertical Without Bracket SMD-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X9H-TJ,False,C2837519,Extended,"Plugin-4P,6x6mm",54394,True,0.0117,"-25C~+70C 12V 2.6N 50mA 6mm 6mm 9mm Black PC Pin Round Button SPST Through Hole Without Bracket Plugin-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X6H-TJ,False,C2837516,Extended,"Plugin-4P,6x6mm",49401,True,0.0112,"-25C~+70C 12V 2.6N 50mA 6mm 6mm 6mm Black PC Pin Round Button SPST Through Hole Without Bracket Plugin-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X7H-TJ,False,C2837517,Extended,"Plugin-4P,6x6mm",31135,True,0.0118,"-25C~+70C 12V 2.6N 50mA 6mm 6mm 7mm Black PC Pin Round Button SPST Through Hole Without Bracket Plugin-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X5H-TJ,False,C2837515,Extended,"Plugin-4P,6x6mm",29775,True,0.0118,"-25C~+70C 12V 2.6N 50mA 5mm 6mm 6mm Black PC Pin Round Button SPST Through Hole Without Bracket Plugin-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X9H-STM,False,C2837535,Extended,"SMD-4P,6x6mm",28056,True,0.0195,"12V 50mA 6mm 6mm 80,000 Cycles 9mm Black Gull Wing Round Button SPST Surface Mount,Vertical Without Bracket SMD-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X6H-ZJ,False,C2837542,Extended,Plugin,10497,True,0.0206,"100,000 Cycles Black PC Pin Right Angle Round Button SPST With Bracket Plugin Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X8H-TJ,False,C2837518,Extended,"Plugin-4P,6x6mm",8819,True,0.0114,"-25C~+70C 12V 2.6N 50mA 6mm 6mm 8mm Black PC Pin Round Button SPST Through Hole Without Bracket Plugin-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X11H-STM,False,C2837537,Extended,"SMD-4P,6x6mm",7969,True,0.0252,"11mm 12V 50mA 6mm 6mm 80,000 Cycles Black Gull Wing Round Button SPST Surface Mount,Vertical Without Bracket SMD-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X12H-TJ,False,C2837522,Extended,"Plugin-4P,6x6mm",7064,True,0.0124,"-25C~+70C 12V 12mm 2.6N 50mA 6mm 6mm Black PC Pin Round Button SPST Through Hole Without Bracket Plugin-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X10H-STM,False,C2837536,Extended,"SMD-4P,6x6mm",5292,True,0.0221,"10mm 12V 50mA 6mm 6mm 80,000 Cycles Black Gull Wing Round Button SPST Surface Mount,Vertical Without Bracket SMD-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X13H-TJ,False,C2837523,Extended,"Plugin-4P,6x6mm",4640,True,0.0129,"-25C~+70C 12V 13mm 2.6N 50mA 6mm 6mm Black PC Pin Round Button SPST Through Hole Without Bracket Plugin-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X10H-TJ,False,C2837520,Extended,"Plugin-4P,6x6mm",3625,True,0.0134,"-25C~+70C 10mm 12V 2.6N 50mA 6mm 6mm Black PC Pin Round Button SPST Through Hole Without Bracket Plugin-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X4.3H-TJ,False,C2837514,Extended,"Plugin-4P,6x6mm",3523,True,0.011,"-25C~+70C 12V 2.6N 4.3mm 50mA 6mm 6mm Black PC Pin Round Button SPST Through Hole Without Bracket Plugin-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X13H-STM,False,C2837539,Extended,"SMD-4P,6x6mm",2905,True,0.0279,"12V 13mm 50mA 6mm 6mm 80,000 Cycles Black Gull Wing Round Button SPST Surface Mount,Vertical Without Bracket SMD-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X5H-ZJ,False,C2837541,Extended,",6x6mm",2344,True,0.0194,"100,000 Cycles 5mm 6mm 6mm Black PC Pin Right Angle Round Button SPST With Bracket ,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X16H-TJ,False,C2837526,Extended,"Plugin-4P,6x6mm",1981,True,0.0152,"-25C~+70C 12V 16mm 2.6N 50mA 6mm 6mm Black PC Pin Round Button SPST Through Hole Without Bracket Plugin-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X7H-ZJ,False,C2837543,Extended,",6x6mm",1849,True,0.0198,"100,000 Cycles 6mm 6mm 7mm Black PC Pin Right Angle Round Button SPST With Bracket ,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X17H-TJ,False,C2837527,Extended,"Plugin-4P,6x6mm",1756,True,0.0147,"-25C~+70C 12V 17mm 2.6N 50mA 6mm 6mm Black PC Pin Round Button SPST Through Hole Without Bracket Plugin-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X19H-TJ,False,C2837529,Extended,"Plugin-4P,6x6mm",1655,True,0.0168,"-25C~+70C 12V 19mm 2.6N 50mA 6mm 6mm Black PC Pin Round Button SPST Through Hole Without Bracket Plugin-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X14H-TJ,False,C2837524,Extended,"Plugin-4P,6x6mm",901,True,0.0145,"-25C~+70C 12V 14mm 2.6N 50mA 6mm 6mm Black PC Pin Round Button SPST Through Hole Without Bracket Plugin-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X12H-STM,False,C2837538,Extended,"SMD-4P,6x6mm",745,True,0.0273,"12V 12mm 50mA 6mm 6mm 80,000 Cycles Black Gull Wing Round Button SPST Surface Mount,Vertical Without Bracket SMD-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X18H-TJ,False,C2837528,Extended,"Plugin-4P,6x6mm",655,True,0.0162,"-25C~+70C 12V 18mm 2.6N 50mA 6mm 6mm Black PC Pin Round Button SPST Through Hole Without Bracket Plugin-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X4.3H-ZJ,False,C2837540,Extended,",6x6mm",533,True,0.0195,"100,000 Cycles 4.3mm 6mm 6mm Black PC Pin Right Angle Round Button SPST With Bracket ,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X11H-TJ,False,C2837521,Extended,"Plugin-4P,6x6mm",222,True,0.0148,"-25C~+70C 11mm 12V 2.6N 50mA 6mm 6mm Black PC Pin Round Button SPST Through Hole Without Bracket Plugin-4P,6x6mm Tactile Switches ROHS"
6x6 tactile,SW,1,KH-6X6X15H-TJ,False,C2837525,Extended,"Plugin-4P,6x6mm",5,True,0.0086,"-25C~+70C 12V 15mm 2.6N 50mA 6mm 6mm Black PC Pin Round Button SPST Through Hole Without Bracket Plugin-4P,6x6mm Tactile Switches ROHS"
TYPE-C-31-M-12,USB,1,TYPE-C-31-M-12,True,C165948,Extended,SMD,166073,True,0.1353,USB Type-C connector 16pin SMD
PJ-320A,JACK,1,PJ-320A-4P DIP,True,C18185602,Extended,Plugin,10115,True,0.0392,3.5mm 4-pin headphone jack TRS with detection
KH-2.54PH180-1X4P,OLED_HDR,1,KH-2.54PH180-1X4P-L11.5,True,C2905435,Extended,"Plugin,P=2.54mm",20601,True,0.0229,-40C~+105C 1 1x4P 2.54mm 2.5mm 3A 3mm 4P 6mm Black Pin Header Through Hole Plugin P=2.54mm Pin Headers ROHS
